"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Starksia","Labrisomidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Starnoenas","Columbidae","Columbiformes","Aves","Chordata","Metazoa"
"Stathmonotus","Labrisomidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Stauroglanis","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Staurois","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Staurotypus","Kinosternidae","Testudines",,"Chordata","Metazoa"
"Steatocranus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Steatogenys","Rhamphichthyidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Steatomys","Nesomyidae","Rodentia","Mammalia","Chordata","Metazoa"
"Steatornis","Steatornithidae","Caprimulgiformes","Aves","Chordata","Metazoa"
"Stefania","Hemiphractidae","Anura","Amphibia","Chordata","Metazoa"
"Stegastes","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Stegonotus","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stegophilus","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Stegostoma","Stegostomatidae","Orectolobiformes","Chondrichthyes","Chordata","Metazoa"
"Steindachneria","Steindachneriidae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Steindachneridion","Pimelodidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Steindachnerina","Curimatidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Stelgidillas","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Stelgidopteryx","Hirundinidae","Passeriformes","Aves","Chordata","Metazoa"
"Stelgistrum","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Stellagama","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stellerina","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Stellifer","Sciaenidae",,"Actinopteri","Chordata","Metazoa"
"Stellula","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Stemonidium","Serrivomeridae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Stemonosudis","Paralepididae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Stenatherina","Atherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Stenella","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Steno","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Stenobrachius","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Stenocephalemys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Stenocercus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stenodactylus","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stenoderma","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Stenodus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Metazoa"
"Stenogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Stenolepis","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stenonycteris","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Stenophis","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stenorhinchus","Phocidae","Carnivora","Mammalia","Chordata","Metazoa"
"Stenorrhina","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stenostira","Stenostiridae","Passeriformes","Aves","Chordata","Metazoa"
"Stenotomus","Sparidae","Spariformes","Actinopteri","Chordata","Metazoa"
"Stephanoaetus","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Stephanoberyx","Stephanoberycidae","Beryciformes","Actinopteri","Chordata","Metazoa"
"Stephanolepis","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Stephanophorus","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Stephanorhinus","Rhinocerotidae","Perissodactyla","Mammalia","Chordata","Metazoa"
"Stephanoxis","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Stephopaedes","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Stercorarius","Stercorariidae","Charadriiformes","Aves","Chordata","Metazoa"
"Stereochilus","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Stereocyclops","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Stereolepis","Polyprionidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Sterna","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Sternarchella","Apteronotidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Sternarchogiton","Apteronotidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Sternarchorhamphus","Apteronotidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Sternarchorhynchus","Apteronotidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Sternoptyx","Sternoptychidae","Stomiiformes","Actinopteri","Chordata","Metazoa"
"Sternopygus","Sternopygidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Sternotherus","Kinosternidae","Testudines",,"Chordata","Metazoa"
"Sternula","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Sterrhoptilus","Zosteropidae","Passeriformes","Aves","Chordata","Metazoa"
"Stethaprion","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Stethojulis","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Stethopristes","Parazenidae","Zeiformes","Actinopteri","Chordata","Metazoa"
"Stichaeopsis","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Stichaeus","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Sticharium","Clinidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Stichophanes","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stictocarbo","Phalacrocoracidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Stictonetta","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Stigmatochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Stigmatogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Stigmatopora","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Stigmatura","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Stigmochelys","Testudinidae","Testudines",,"Chordata","Metazoa"
"Stilpnia","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Stiltia","Glareolidae","Charadriiformes","Aves","Chordata","Metazoa"
"Stipecampus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Stiphodon","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Stiphrornis","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Stipiturus","Maluridae","Passeriformes","Aves","Chordata","Metazoa"
"Stizoptera","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Stizorhina","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Stizostedion","Percidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Stlengis","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Stochomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Stokellia","Retropinnidae","Osmeriformes","Actinopteri","Chordata","Metazoa"
"Stolephorus","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Stoliczkaia","Xenodermatidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stoliczkia","Xenodermatidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stolonica","Styelidae","Stolidobranchia","Ascidiacea","Chordata","Metazoa"
"Stolothrissa","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Stomatepia","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Stomatorhinus","Mormyridae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Stomias","Stomiidae","Stomiiformes","Actinopteri","Chordata","Metazoa"
"Stomiopera","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Stonogobiops","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Storeria","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Strabomantis","Strabomantidae","Anura","Amphibia","Chordata","Metazoa"
"Strangomera","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Strauchbufo","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Strepera","Artamidae","Passeriformes","Aves","Chordata","Metazoa"
"Streptocitta","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Streptopelia","Columbidae","Columbiformes","Aves","Chordata","Metazoa"
"Streptoprocne","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Stresemannia","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Strigocuscus","Phalangeridae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Strigops","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Striuntius","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Strix","Strigidae","Strigiformes","Aves","Chordata","Metazoa"
"Strobilurus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Stromateus","Stromateidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Strongylopus","Pyxicephalidae","Anura","Amphibia","Chordata","Metazoa"
"Strongylura","Belonidae","Beloniformes","Actinopteri","Chordata","Metazoa"
"Strophidon","Muraenidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Strophurus","Diplodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Struthidea","Corcoracidae","Passeriformes","Aves","Chordata","Metazoa"
"Struthio","Struthionidae","Struthioniformes","Aves","Chordata","Metazoa"
"Stumpffia","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Sturisoma","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Sturisomatichthys","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Sturnella","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Sturnia","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Sturnira","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Sturnus","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Styela","Styelidae","Stolidobranchia","Ascidiacea","Chordata","Metazoa"
"Stygichthys","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Stygnobrotula","Bythitidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Stylephorus","Stylephoridae","Stylephoriformes","Actinopteri","Chordata","Metazoa"
"Styloctenium","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Stylodipus","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Stymphalornis","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Styracura","Potamotrygonidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Subdoluseps","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Sublegatus","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Submyotodon","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Subsessor","Homalopsidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Sudis","Paralepididae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Sueviota","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Suezichthys","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Sufflamen","Balistidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Sufflogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Suggrundus","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Sugomel","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Suiriri","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Sula","Sulidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Sumaterana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Sumireyakko","Pomacanthidae",,"Actinopteri","Chordata","Metazoa"
"Sunagocia","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Suncus","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Sundadanio","Sundadanionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Sundamys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Sundasalanx","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Sundasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Sundatyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Surdisorex","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Suricata","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa"
"Surnia","Strigidae","Strigiformes","Aves","Chordata","Metazoa"
"Surniculus","Cuculidae","Cuculiformes","Aves","Chordata","Metazoa"
"Suruga","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Sus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Sussemionus","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa"
"Suta","Elapidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Suthora","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Sutorectus","Orectolobidae","Orectolobiformes","Chondrichthyes","Chordata","Metazoa"
"Suttonia","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Swynnertonia","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Syacium","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Syconycteris","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Sylvia","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Sylvicapra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Sylvietta","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Sylvilagus","Leporidae","Lagomorpha","Mammalia","Chordata","Metazoa"
"Sylviorthorhynchus","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Sylviparus","Paridae","Passeriformes","Aves","Chordata","Metazoa"
"Sylvirana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Sylvisorex","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Syma","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Symbolophorus","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Symphalangus","Hylobatidae","Primates","Mammalia","Chordata","Metazoa"
"Symphimus","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Symphodus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Sympholis","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Symphorichthys","Lutjanidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Symphorus","Lutjanidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Symphurus","Cynoglossidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Symphysanodon","Symphysanodontidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Symphysodon","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Symplegma","Styelidae","Stolidobranchia","Ascidiacea","Chordata","Metazoa"
"Symposiachrus","Monarchidae","Passeriformes","Aves","Chordata","Metazoa"
"Sympterygia","Arhynchobatidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Synagrops","Acropomatidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Synanceia","Synanceiidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Synanceja","Synanceiidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Synaphobranchus","Synaphobranchidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Synaptolaemus","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Synaptomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Synaptura","Soleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Synapturanus","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Synapturichthys","Soleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Synbranchus","Synbranchidae","Synbranchiformes","Actinopteri","Chordata","Metazoa"
"Syncarpa","Styelidae","Stolidobranchia","Ascidiacea","Chordata","Metazoa"
"Syncerus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Synchiropus","Callionymidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Synchirus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Synclidopus","Soleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Syncomistes","Terapontidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Syncope","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Syncrossus","Botiidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Syndactyla","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Synechogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Syngnathoides","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Syngnathus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Synodontis","Mochokidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Synodus","Synodontidae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Synoicum","Polyclinidae","Aplousobranchia","Ascidiacea","Chordata","Metazoa"
"Synoicus","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Synophis","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Syntheosciurus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Synthliboramphus","Alcidae","Charadriiformes","Aves","Chordata","Metazoa"
"Syrigma","Ardeidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Syrmaticus","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Syrrhaptes","Pteroclidae","Ciconiiformes","Aves","Chordata","Metazoa"
"Systellura","Caprimulgidae","Caprimulgiformes","Aves","Chordata","Metazoa"
"Systomus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Taaningichthys","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Tachiramantis","Strabomantidae","Anura","Amphibia","Chordata","Metazoa"
"Tachornis","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Tachuris","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Tachybaptus","Podicipedidae","Podicipediformes","Aves","Chordata","Metazoa"
"Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Metazoa"
"Tachycnemis","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Tachyeres","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Tachyglossus","Tachyglossidae","Monotremata","Mammalia","Chordata","Metazoa"
"Tachymarptis","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Tachymenis","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tachymenoides","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tachyoryctes","Spalacidae","Rodentia","Mammalia","Chordata","Metazoa"
"Tachyphonus","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Tachysurus","Bagridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Tactostoma","Stomiidae","Stomiiformes","Actinopteri","Chordata","Metazoa"
"Tadarida","Molossidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Tadorna","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Taeniacara","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Taeniamia","Apogonidae","Kurtiformes","Actinopteri","Chordata","Metazoa"
"Taenianotus","Scorpaenidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Taeniochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Taenioides","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Taeniolethrinops","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Taeniophallus","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Taeniopsetta","Bothidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Taeniopygia","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Taeniotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Taeniura","Potamotrygonidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Taenopygia","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Taeromys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tahuantinsuyoa","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Takifugu","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Takydromus","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Talaphorus","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Talegalla","Megapodiidae","Galliformes","Aves","Chordata","Metazoa"
"Talismania","Alepocephalidae","Alepocephaliformes","Actinopteri","Chordata","Metazoa"
"Talpa","Talpidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Tamandua","Myrmecophagidae","Pilosa","Mammalia","Chordata","Metazoa"
"Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tamiops","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tampichthys","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Tanakia","Acheilognathidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Tanakius","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Tandanus","Plotosidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Tangachromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Tanganicodus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Tanganikallabes","Clariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Tangara","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Tanichthys","Tanichthyidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Tantalophis","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tantilla","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tanygnathus","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Tanysiptera","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Tanyuromys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Taoniscus","Tinamidae","Tinamiformes","Aves","Chordata","Metazoa"
"Tapecomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Tapera","Neomorphidae","Cuculiformes","Aves","Chordata","Metazoa"
"Taphozous","Emballonuridae","Chiroptera","Mammalia","Chordata","Metazoa"
"Taphrolesbia","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Taphrospilus","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Tapinurus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tapirus","Tapiridae","Perissodactyla","Mammalia","Chordata","Metazoa"
"Taraba","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Taractes","Bramidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Taractichthys","Bramidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Tarentola","Phyllodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Taricha","Salamandridae","Caudata","Amphibia","Chordata","Metazoa"
"Tarimichthys","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Tariqilabeo","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Tarletonbeania","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Tarphonomus","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Tarphops","Paralichthyidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Tarsiger","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Tarsipes","Tarsipedidae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Tarsius","Tarsiidae","Primates","Mammalia","Chordata","Metazoa"
"Tarsomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Taruga","Rhacophoridae","Anura","Amphibia","Chordata","Metazoa"
"Tarumania","Tarumaniidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Tasmacetus","Ziphiidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Tasmanogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Tateomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tatera","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Taterillus","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Tateurndina","Eleotridae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Tathicarpus","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Tatia","Auchenipteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Taudactylus","Myobatrachidae","Anura","Amphibia","Chordata","Metazoa"
"Taunayia","Heptapteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Tauraco","Musophagidae","Musophagiformes","Aves","Chordata","Metazoa"
"Taurocottus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Taurotragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Taurulus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Tautoga","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Tautogolabrus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Taxidea","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa"
"Tayassu","Tayassuidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Taylorana","Dicroglossidae","Anura","Amphibia","Chordata","Metazoa"
"Tchagra","Malaconotidae","Passeriformes","Aves","Chordata","Metazoa"
"Techmarscincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Tectillaria","Fritillariidae","Copelata","Appendicularia","Chordata","Metazoa"
"Teira","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Teius","Teiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Teixeirichthys","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Telatrygon","Dasyatidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Teledromas","Rhinocryptidae","Passeriformes","Aves","Chordata","Metazoa"
"Teleocichla","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Teleogramma","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Telescopus","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Telespiza","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Telestes","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Telmatherina","Telmatherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Telmatobius","Ceratophryidae","Anura","Amphibia","Chordata","Metazoa"
"Telmatobufo","Calyptocephalellidae","Anura","Amphibia","Chordata","Metazoa"
"Telmatochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
