"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Aaptosyax","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Abactochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Abalistes","Balistidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Abantennarius","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Abavorana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Abbottina","Gobionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Abeillia","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Abeomelomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Ablabys","Tetrarogidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ablennes","Belonidae","Beloniformes","Actinopteri","Chordata","Metazoa"
"Ablepharus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Aboma","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Aborichthys","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Abramis","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Abramites","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Abrawayaomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Abrocoma","Abrocomidae","Rodentia","Mammalia","Chordata","Metazoa"
"Abronia","Anguidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Abrornis","Phylloscopidae","Passeriformes","Aves","Chordata","Metazoa"
"Abroscopus","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Abrothrix","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Abudefduf","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Aburria","Cracidae","Galliformes","Aves","Chordata","Metazoa"
"Abyssocottus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acalyptophis","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acanthagenys","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthalburnus","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acanthaluteres","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Acanthaphritis","Percophidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Acantharchus","Centrarchidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Acanthemblemaria","Chaenopsidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Acanthicus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acanthidops","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthis","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthisitta","Acanthisittidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthistius","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acanthixalus","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Acanthiza","Acanthizidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthobrama","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acanthobunocephalus","Aspredinidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acanthocepola","Cepolidae","Priacanthiformes","Actinopteri","Chordata","Metazoa"
"Acanthocercus","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acanthochaenus","Stephanoberycidae","Beryciformes","Actinopteri","Chordata","Metazoa"
"Acanthocharax","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acanthochelys","Chelidae","Testudines",,"Chordata","Metazoa"
"Acanthochromis","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Acanthocleithron","Mochokidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acanthoclinus","Plesiopidae",,"Actinopteri","Chordata","Metazoa"
"Acanthocobitis","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acanthocybium","Scombridae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Acanthodactylus","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acanthodoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acanthodraco","Bathydraconidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acanthogobio","Gobionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acanthogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Acantholabrus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Acantholatris","Cheilodactylidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Acantholiparis","Liparidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acantholumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acanthonus","Ophidiidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Acanthopagrus","Sparidae","Spariformes","Actinopteri","Chordata","Metazoa"
"Acanthophis","Elapidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acanthophthalmus","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acanthoplesiops","Plesiopidae",,"Actinopteri","Chordata","Metazoa"
"Acanthopoma","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acanthopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Acanthoptila","Leiothrichidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthorhynchus","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthornis","Acanthizidae","Passeriformes","Aves","Chordata","Metazoa"
"Acanthosaura","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acanthostracion","Ostraciidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Acanthurus","Acanthuridae","Acanthuriformes","Actinopteri","Chordata","Metazoa"
"Acantopsis","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acapoeta","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acarichthys","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Acaronia","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Accipiter","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Acentrogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Acentronichthys","Heptapteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acentronura","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Acentrophryne","Linophrynidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Acerina","Percidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Acerodon","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Aceros","Bucerotidae","Bucerotiformes","Aves","Chordata","Metazoa"
"Acestridium","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acestrocephalus","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acestrorhynchus","Acestrorhynchidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acestrura","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Achaetops","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Achalinus","Xenodermatidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acheilognathus","Acheilognathidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Achiroides","Soleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Achiropsetta","Rhombosoleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Achirus","Achiridae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Achoerodus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Achondrostoma","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acinocheirodon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acinonyx","Felidae","Carnivora","Mammalia","Chordata","Metazoa"
"Acipenser","Acipenseridae","Acipenseriformes","Actinopteri","Chordata","Metazoa"
"Acnodon","Serrasalmidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Aconaemys","Octodontidae","Rodentia","Mammalia","Chordata","Metazoa"
"Acontias","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acrantophis","Boidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acratocnus","Megalonychidae","Pilosa","Mammalia","Chordata","Metazoa"
"Acratosaura","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acreichthys","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Acridotheres","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Acris","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Acritillas","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Acritoscincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acrobates","Acrobatidae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Acrobatornis","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Acrobrycon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Acrocephalus","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Acrocheilus","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acrochordonichthys","Akysidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Acrochordus","Acrochordidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acromycter","Congridae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Acropoma","Acropomatidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Acropternis","Rhinocryptidae","Passeriformes","Aves","Chordata","Metazoa"
"Acrossocheilus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Acroteriobatus","Rhinobatidae","Rhinopristiformes","Chondrichthyes","Chordata","Metazoa"
"Acryllium","Numididae","Galliformes","Aves","Chordata","Metazoa"
"Actenoides","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Actinemys","Emydidae","Testudines",,"Chordata","Metazoa"
"Actinodura","Leiothrichidae","Passeriformes","Aves","Chordata","Metazoa"
"Actitis","Scolopacidae","Charadriiformes","Aves","Chordata","Metazoa"
"Actophilornis","Jacanidae","Charadriiformes","Aves","Chordata","Metazoa"
"Aculeola","Etmopteridae","Squaliformes","Chondrichthyes","Chordata","Metazoa"
"Acutotyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Acyrtops","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Acyrtus","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Adamas","Nothobranchiidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Addax","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Adelastes","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Adelomyia","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Adelophis","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Adelophryne","Eleutherodactylidae","Anura","Amphibia","Chordata","Metazoa"
"Adelosebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Adelotremus","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Adelotus","Limnodynastidae","Anura","Amphibia","Chordata","Metazoa"
"Adelphicos","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Adelphobates","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Adelura","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Adenomera","Leptodactylidae","Anura","Amphibia","Chordata","Metazoa"
"Adenomus","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Adinia","Fundulidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Adioryx","Holocentridae","Holocentriformes","Actinopteri","Chordata","Metazoa"
"Adolfus","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Adontosternarchus","Apteronotidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Adrianichthys","Adrianichthyidae","Beloniformes","Actinopteri","Chordata","Metazoa"
"Aechmophorus","Podicipedidae","Podicipediformes","Aves","Chordata","Metazoa"
"Aechmorhynchus","Scolopacidae","Charadriiformes","Aves","Chordata","Metazoa"
"Aegialomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Aegithalos","Aegithalidae","Passeriformes","Aves","Chordata","Metazoa"
"Aegithina","Aegithalidae","Passeriformes","Aves","Chordata","Metazoa"
"Aegolius","Strigidae","Strigiformes","Aves","Chordata","Metazoa"
"Aegotheles","Aegothelidae","Caprimulgiformes","Aves","Chordata","Metazoa"
"Aegypius","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Aeluroscalabotes","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Aenigmachanna","Aenigmachannidae","Anabantiformes","Actinopteri","Chordata","Metazoa"
"Aenigmatolimnas","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Aeoliscus","Centriscidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Aeorestes","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Aepeomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Aepyceros","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Aepyornis","Aepyornithidae","Struthioniformes","Aves","Chordata","Metazoa"
"Aepypodius","Megapodiidae","Galliformes","Aves","Chordata","Metazoa"
"Aepyprymnus","Potoroidae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Aequidens","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Aeretes","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Aerodramus","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Aeromys","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Aeronautes","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Aesopia","Soleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Aetapcus","Pataecidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Aethaloperca","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Aethalops","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Aethechinus","Erinaceidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Aethia","Alcidae","Charadriiformes","Aves","Chordata","Metazoa"
"Aethomyias","Acanthizidae","Passeriformes","Aves","Chordata","Metazoa"
"Aethomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Aethopyga","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Aethotaxis","Nototheniidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Aetobatus","Myliobatidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Aetomylaeus","Myliobatidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Aetoplatea","Gymnuridae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Afrixalus","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Afroablepharus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Afrocaecilia","Herpelidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Afroedura","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Afrogecko","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Afronandus","Nandidae","Anabantiformes","Actinopteri","Chordata","Metazoa"
"Afronatrix","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Afronemacheilus","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Afronycteris","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Afropavo","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Afrotis","Otididae","Gruiformes","Aves","Chordata","Metazoa"
"Afrotyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Afurcagobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Agalychnis","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Agama","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Agamia","Ardeidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Agamodon","Trogonophidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Agamura","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Agamyxis","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Agapornis","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Agasthyagama","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Agelaioides","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Agelaius","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Agelastes","Numididae","Galliformes","Aves","Chordata","Metazoa"
"Agelasticus","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Ageneiogarra","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ageneiosus","Auchenipteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Agkistrodon","Viperidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Aglaeactis","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Aglaiocercus","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Agliocercus","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Aglyptodactylus","Mantellidae","Anura","Amphibia","Chordata","Metazoa"
"Agoniates","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Agonomalus","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Agonopsis","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Agonostomus","Mugilidae","Mugiliformes","Actinopteri","Chordata","Metazoa"
"Agonus","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Agosia","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Agouti","Cuniculidae","Rodentia","Mammalia","Chordata","Metazoa"
"Agriocharis","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Agrionemys","Testudinidae","Testudines",,"Chordata","Metazoa"
"Agriornis","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Agropsar","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Agrostichthys","Regalecidae","Lampriformes","Actinopteri","Chordata","Metazoa"
"Aguarunichthys","Pimelodidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ahaetulla","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ahlia","Ophichthidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Ahliesaurus","Notosudidae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Aidablennius","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Aidemosyne","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Ailia","Ailiidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ailuroedus","Ptilonorhynchidae","Passeriformes","Aves","Chordata","Metazoa"
"Ailuronyx","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ailuropoda","Ursidae","Carnivora","Mammalia","Chordata","Metazoa"
"Ailurops","Phalangeridae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Ailurus","Ailuridae","Carnivora","Mammalia","Chordata","Metazoa"
"Aimophila","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Aioliops","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Aipysurus","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Aix","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Akarotaxis","Bathydraconidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Akawaio","Hypopomidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Akialoa","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Akihito","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Akko","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Akletos","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Akodon","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Akysis","Akysidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Alabes","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Alaemon","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Alauda","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Alaudala","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Albatrossia","Macrouridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Albericus","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Albula","Albulidae","Albuliformes","Actinopteri","Chordata","Metazoa"
"Albulichthys","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Alburnoides","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Alburnus","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Alca","Alcidae","Charadriiformes","Aves","Chordata","Metazoa"
"Alcalus","Ceratobatrachidae","Anura","Amphibia","Chordata","Metazoa"
"Alcedo","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Alcelaphus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Alces","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Alcichthys","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Alcippe","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Aldabrachelys","Testudinidae","Testudines",,"Chordata","Metazoa"
"Aldrichetta","Mugilidae","Mugiliformes","Actinopteri","Chordata","Metazoa"
"Aldrovandia","Halosauridae","Notacanthiformes","Actinopteri","Chordata","Metazoa"
"Aleadryas",,"Passeriformes","Aves","Chordata","Metazoa"
"Alectis","Carangidae","Carangiformes","Actinopteri","Chordata","Metazoa"
"Alectoris","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Alectrias","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Alectroenas","Columbidae","Columbiformes","Aves","Chordata","Metazoa"
"Alectrurus","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Alectura","Megapodiidae","Galliformes","Aves","Chordata","Metazoa"
"Alepes","Carangidae","Carangiformes","Actinopteri","Chordata","Metazoa"
"Alepidomus","Atherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Alepisaurus","Alepisauridae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Alepocephalus","Alepocephalidae","Alepocephaliformes","Actinopteri","Chordata","Metazoa"
"Alertichthys","Congiopodidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Alestes","Alestidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Alestopetersius","Alestidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Alethe","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Alexandresaurus","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alexandromys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Alexteroon","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Alfaro","Poeciliidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Algansea","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Algyroides","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alinea","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alionematichthys","Bythitidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Alionycteris","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Alipiopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Alisterus","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Allactaga","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Allactodipus","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Alle","Alcidae","Charadriiformes","Aves","Chordata","Metazoa"
"Allenbatrachus","Batrachoididae","Batrachoidiformes","Actinopteri","Chordata","Metazoa"
"Allenia","Mimidae","Passeriformes","Aves","Chordata","Metazoa"
"Allenopithecus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa"
"Alligator","Alligatoridae","Crocodylia",,"Chordata","Metazoa"
"Allobates","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Alloblennius","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Allocareproctus","Liparidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Allocebus","Cheirogaleidae","Primates","Mammalia","Chordata","Metazoa"
"Allochrocebus","Cercopithecidae","Primates","Mammalia","Chordata","Metazoa"
"Alloclinus","Labrisomidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Allocricetulus","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Allocyttus","Oreosomatidae","Zeiformes","Actinopteri","Chordata","Metazoa"
"Allodontichthys","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Allomycterus","Diodontidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Alloophorus","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Allopaa","Dicroglossidae","Anura","Amphibia","Chordata","Metazoa"
"Allophryne","Allophrynidae","Anura","Amphibia","Chordata","Metazoa"
"Allosmerus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Metazoa"
"Allothunnus","Scombridae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Allotoca","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Alluaudina","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alopecoenas","Columbidae","Columbiformes","Aves","Chordata","Metazoa"
"Alophoixus","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Alopias","Alopiidae","Lamniformes","Chondrichthyes","Chordata","Metazoa"
"Alopochelidon","Hirundinidae","Passeriformes","Aves","Chordata","Metazoa"
"Alopochen","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Alopoglossus","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alosa","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Alouatta","Atelidae","Primates","Mammalia","Chordata","Metazoa"
"Alphestes","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Alpinoscincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alsodes","Alsodidae","Anura","Amphibia","Chordata","Metazoa"
"Alsophis","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alsophylax","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Alticola","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Alticorpus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Alticus","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Altigena","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Altigius","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Altiphrynoides","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Altiphylax","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
